o_zone_id,d_zone_id,volume
11101.0,12239.0,139.64635566737917
11101.0,12322.0,60.95263124521992
11101.0,12329.0,59.42572951331799
11101.0,12342.0,16.905497766660204
11101.0,12347.0,39.597506567669484
11101.0,12349.0,37.43830847159445
11101.0,12403.0,42.04868018971759
11101.0,12409.0,20.360830741371846
11101.0,12410.0,63.30884030222466
11101.0,12421.0,34.11012307696353
11101.0,12422.0,19.44583792305939
11101.0,12423.0,39.71079769613916
11101.0,12424.0,29.6628356773716
11101.0,12426.0,19.558835925782855
11101.0,12427.0,20.87258457969144
11101.0,12441.0,25.575085007618526
11101.0,12443.0,19.512966727366322
11101.0,12463.0,20.271264287306316
11101.0,13101.0,204.50674259889703
11101.0,13102.0,517.3282733800339
11101.0,13103.0,793.7442649524168
11101.0,13104.0,1076.264220385779
11101.0,13105.0,737.1551633247057
11101.0,13106.0,648.3167025793025
11101.0,13107.0,832.8783497503008
11101.0,13108.0,1598.8826200545284
11101.0,13109.0,1285.279035021355
11101.0,13110.0,881.9585285596323
11101.0,13111.0,2268.5450407758676
11101.0,13112.0,2894.5236733326415
11101.0,13113.0,748.1805942331057
11101.0,13114.0,1063.6577324854998
11101.0,13115.0,1823.2251067363989
11101.0,13116.0,929.9665078775022
11101.0,13117.0,1095.7905464755372
11101.0,13118.0,666.7126147677504
11101.0,13119.0,1805.6323948102843
11101.0,13120.0,2328.297015850531
11101.0,13121.0,2145.8183924477125
11101.0,13122.0,1384.8960097088363
11101.0,13123.0,2125.0379756646303
11101.0,13201.0,1762.7333395799888
11101.0,13202.0,564.0043078419583
11101.0,13203.0,464.27594512589224
11101.0,13204.0,602.0649960536863
11101.0,13205.0,407.7238757567601
11101.0,13206.0,807.0659608437669
11101.0,13207.0,348.5869898183391
11101.0,13208.0,744.9909051728382
11101.0,13209.0,1307.0339344970998
11101.0,13210.0,388.64387862742797
11101.0,13211.0,613.6712796604132
11101.0,13212.0,582.6298005251209
11101.0,13213.0,469.62533390303236
11101.0,13214.0,398.17366194205783
11101.0,13215.0,236.82338254544487
11101.0,13218.0,172.59026705875726
11101.0,13219.0,259.968112776731
11101.0,13220.0,258.69564504510856
11101.0,13221.0,237.02697655647003
11101.0,13222.0,357.6185604919636
11101.0,13223.0,217.94003410526668
11101.0,13224.0,449.42794204151505
11101.0,13225.0,285.4777988693469
11101.0,13227.0,166.24629137237423
11101.0,13228.0,241.8014688509262
11101.0,13229.0,641.511797927213
11101.0,13303.0,97.58531872421923
11101.0,13305.0,51.58905380021873
11101.0,13307.0,6.03062641755924
11101.0,13308.0,14.268691366550758
11101.0,14101.0,899.5608766122828
11101.0,14102.0,746.2136330442246
11101.0,14103.0,315.976420831645
11101.0,14104.0,455.4641143740679
11101.0,14105.0,595.3916429300373
11101.0,14106.0,626.2176326809064
11101.0,14107.0,499.49573896904167
11101.0,14108.0,592.0905984936862
11101.0,14109.0,1086.454244306822
11101.0,14110.0,849.6981637468052
11101.0,14111.0,644.8116004624646
11101.0,14112.0,739.8313103166378
11101.0,14113.0,554.5061776147759
11101.0,14114.0,369.50592642175593
11101.0,14115.0,358.740923176667
11101.0,14116.0,456.8969593010461
11101.0,14117.0,944.977703386158
11101.0,14118.0,647.7521202804999
11101.0,14131.0,705.7042906323657
11101.0,14132.0,518.7174798352366
11101.0,14133.0,803.2492808951919
11101.0,14134.0,715.9819861152947
11101.0,14135.0,678.9188526914917
11101.0,14136.0,713.5036001944744
11101.0,14137.0,551.9820253302248
11101.0,14151.0,515.819860919271
11101.0,14152.0,829.9314123654395
11101.0,14153.0,851.6926990349659
11101.0,14201.0,1148.0076123603412
11101.0,14203.0,765.8004668932356
11101.0,14204.0,513.1456047574516
11101.0,14205.0,1299.919604196487
11101.0,14206.0,551.1189474499355
11101.0,14207.0,719.4671213683325
11101.0,14208.0,169.14814511801035
11101.0,14210.0,122.82160300086059
11101.0,14211.0,480.19091628636255
11101.0,14212.0,669.8670163142759
11101.0,14213.0,721.5301874119697
11101.0,14214.0,303.0499094823375
11101.0,14215.0,409.36596537330234
11101.0,14216.0,398.6051105967152
11101.0,14217.0,119.35825322008583
11101.0,14218.0,251.70513839682738
11101.0,14301.0,93.64616940543648
11101.0,14321.0,143.95155985182035
11101.0,14341.0,93.5768376021325
11101.0,14342.0,81.09943845673158
11101.0,14361.0,27.388011241688563
11101.0,14362.0,50.25498831727351
11101.0,14363.0,31.814600161240087
11101.0,14364.0,28.58516082856855
11101.0,14366.0,53.71101611466006
11101.0,14382.0,32.7837875708419
11101.0,14383.0,19.423638185354598
11101.0,14384.0,67.53048821059672
11101.0,14401.0,120.05315071218303
11101.0,14402.0,9.089830916934572
11102.0,11101.0,469.2264152242468
11102.0,11102.0,752.0603623910041
11102.0,11103.0,591.9783527070877
11102.0,11104.0,828.8626568872876
11102.0,11105.0,517.9122046827293
11102.0,11106.0,493.3963627253087
11102.0,11107.0,824.4240406703403
11102.0,11108.0,956.6335973403123
11102.0,11109.0,640.9869659003833
11102.0,11110.0,559.1824437666163
11102.0,11201.0,1755.1550624322253
11102.0,11202.0,949.1562205764577
11102.0,11203.0,2946.6916104686875
11102.0,11206.0,385.8089661080457
11102.0,11207.0,284.9528957276806
11102.0,11208.0,1691.4230926757007
11102.0,11209.0,392.9038278274297
11102.0,11210.0,551.3028481792825
11102.0,11211.0,375.45149186287864
11102.0,11212.0,451.2855194723982
11102.0,11214.0,1141.9573919437114
11102.0,11215.0,732.8452347401542
11102.0,11216.0,259.76095711627715
11102.0,11217.0,579.0058065472765
11102.0,11218.0,681.8609038654322
11102.0,11219.0,1137.5060203221938
11102.0,11221.0,1224.8519294382934
11102.0,11222.0,1691.5733050390763
11102.0,11223.0,369.8107694863885
11102.0,11224.0,701.0211818323294
11102.0,11225.0,715.9593966199291
11102.0,11227.0,701.2928765713673
11102.0,11228.0,375.79693748505855
11102.0,11229.0,416.894830388552
11102.0,11230.0,824.553065238494
11102.0,11231.0,373.117431878377
11102.0,11232.0,746.2218707470387
11102.0,11233.0,324.27325156404146
11102.0,11234.0,459.11310754099674
11102.0,11235.0,557.8951436475879
11102.0,11237.0,697.1081346228499
11102.0,11238.0,307.5667157762737
11102.0,11239.0,494.3679011819885
11102.0,11240.0,247.77448036904678
11102.0,11241.0,346.2440983432859
11102.0,11242.0,267.3439729156647
11102.0,11243.0,354.6580159871197
11102.0,11245.0,565.9989130854547
11102.0,11246.0,260.3855322185874
11102.0,11301.0,224.41868473557534
11102.0,11324.0,190.99695851613254
11102.0,11326.0,172.87139535045725
11102.0,11327.0,53.78527145140914
11102.0,11341.0,96.5699620749047
11102.0,11342.0,87.26483167031061
11102.0,11343.0,138.38199482499436
11102.0,11346.0,96.21774497241854
11102.0,11347.0,89.86903085425064
11102.0,11348.0,66.37488694221653
11102.0,11349.0,51.37567016222508
11102.0,11361.0,38.15807158353413
11102.0,11362.0,44.41118195425773
11102.0,11363.0,32.49051828061508
11102.0,11365.0,51.769923001545735
11102.0,11369.0,13.058098797702016
11102.0,11381.0,52.898974130765396
11102.0,11383.0,63.45762821072867
11102.0,11385.0,144.38634617760567
11102.0,11408.0,155.7052059052264
11102.0,11442.0,169.725249412096
11102.0,11464.0,217.65715659576392
11102.0,11465.0,139.6883334628433
11102.0,12101.0,1004.8687846205182
11102.0,12102.0,848.060130142659
11102.0,12103.0,764.4218943713753
11102.0,12104.0,696.4741050608656
11102.0,12105.0,610.0213915815089
11102.0,12106.0,711.8338626729485
11102.0,12202.0,260.5644727559335
11102.0,12203.0,2402.918060639965
11102.0,12204.0,3102.5170643813285
11102.0,12205.0,206.55069644011053
11102.0,12206.0,647.1310187690249
11102.0,12207.0,2432.2636148167676
11102.0,12208.0,749.7592845481269
11102.0,12210.0,179.74162418359256
11102.0,12211.0,623.4980892807141
11102.0,12212.0,797.7335081143767
11102.0,12213.0,269.923371501347
11102.0,12215.0,289.2706131705071
11102.0,12216.0,846.7565669275406
11102.0,12217.0,2072.764778695738
11102.0,12218.0,76.81309176836209
11102.0,12219.0,1271.6664896391928
11102.0,12220.0,468.4420878970219
11102.0,12221.0,954.0658089234655
11102.0,12222.0,631.0298998749874
11102.0,12223.0,147.2140399536908
11102.0,12224.0,531.6803029184614
11102.0,12225.0,387.6411513585313
11102.0,12226.0,200.11270143770219
11102.0,12227.0,830.0415964429454
11102.0,12228.0,443.7778030213176
11102.0,12229.0,303.0953156223717
11102.0,12230.0,131.4311531515617
11102.0,12231.0,490.1442652378984
11102.0,12232.0,300.5674942340585
11102.0,12233.0,232.48796598529256
11102.0,12234.0,164.77149214818738
11102.0,12235.0,160.24787605879717
11102.0,12236.0,333.91460711742695
11102.0,12237.0,224.03504567975543
11102.0,12238.0,161.71632163662494
11102.0,12239.0,223.62414111452395
11102.0,12322.0,97.6533304997191
11102.0,12329.0,95.22954914378765
11102.0,12342.0,27.093661846924498
11102.0,12347.0,63.44784597801865
11102.0,12349.0,59.997966426644865
11102.0,12403.0,67.34741602655767
11102.0,12409.0,32.62125949115489
11102.0,12410.0,101.43048907394177
11102.0,12421.0,54.60595852924601
11102.0,12422.0,31.126454078743006
11102.0,12423.0,63.57654310211962
11102.0,12424.0,47.496475141378866
11102.0,12426.0,31.307079189721446
11102.0,12427.0,33.406417892468475
11102.0,12441.0,40.92234959265206
11102.0,12443.0,31.22311365322853
11102.0,12463.0,32.37385651013926
11102.0,13101.0,326.98847865820926
11102.0,13102.0,827.1885006548819
11102.0,13103.0,1268.8915181652453
11102.0,13104.0,1719.6091643889056
11102.0,13105.0,1178.7558833455032
11102.0,13106.0,1037.0349298713006
11102.0,13107.0,1332.4949995003776
11102.0,13108.0,2557.9538207116366
11102.0,13109.0,2053.8676946041046
11102.0,13110.0,1408.79371382922
11102.0,13111.0,3626.724733195268
11102.0,13112.0,4620.864750055997
11102.0,13113.0,1195.2257373985656
11102.0,13114.0,1698.6930820893012
11102.0,13115.0,2910.283448527088
11102.0,13116.0,1486.6653192050344
11102.0,13117.0,1752.523364750513
11102.0,13118.0,1066.8611456602391
11102.0,13119.0,2886.742155067941
11102.0,13120.0,3718.0780277920853
11102.0,13121.0,3434.7522981041147
11102.0,13122.0,2216.930515215187
11102.0,13123.0,3401.2521641804356
11102.0,13201.0,2804.07759306655
11102.0,13202.0,897.4042347276661
11102.0,13203.0,740.1401325996319
11102.0,13204.0,959.7925204581061
11102.0,13205.0,648.2195070550695
11102.0,13206.0,1285.2789028787984
11102.0,13207.0,554.5046302214772
11102.0,13208.0,1187.4177317575409
11102.0,13209.0,2081.781404282796
11102.0,13210.0,619.0138966864292
11102.0,13211.0,976.9429435958879
11102.0,13212.0,927.1832487870224
11102.0,13213.0,747.4069536406869
11102.0,13214.0,633.8484627906141
11102.0,13215.0,376.98355417175543
11102.0,13218.0,274.4710247413701
11102.0,13219.0,414.5795729601411
11102.0,13220.0,411.5895446498814
11102.0,13221.0,377.4311065711249
11102.0,13222.0,569.6195116124856
11102.0,13223.0,346.64363825401307
11102.0,13224.0,715.6208022771998
11102.0,13225.0,454.8311036224871
11102.0,13227.0,264.3399331917434
11102.0,13228.0,384.51795156295213
11102.0,13229.0,1022.1588695648466
11102.0,13303.0,155.17943248016996
11102.0,13305.0,82.02789338528856
11102.0,13307.0,9.587916883146736
11102.0,13308.0,22.682334543435868
11102.0,14101.0,1436.1156792212805
11102.0,14102.0,1190.6722466656036
11102.0,14103.0,504.1174286814762
11102.0,14104.0,726.8167430893353
11102.0,14105.0,949.8351426985708
11102.0,14106.0,998.9058172465404
11102.0,14107.0,796.9076176013573
11102.0,14108.0,944.6600185303253
11102.0,14109.0,1733.6810048318846
11102.0,14110.0,1354.7536918445635
11102.0,14111.0,1028.5316309707637
11102.0,14112.0,1179.6026896276514
11102.0,14113.0,884.0230098091631
11102.0,14114.0,588.9325814883053
11102.0,14115.0,572.0747211859332
11102.0,14116.0,728.2200197736378
11102.0,14117.0,1506.4274205494658
11102.0,14118.0,1032.978012894616
11102.0,14131.0,1126.9070159397997
11102.0,14132.0,828.1873296976626
11102.0,14133.0,1282.1648017138914
11102.0,14134.0,1142.2462180997313
11102.0,14135.0,1082.4797205629357
11102.0,14136.0,1137.5023397900036
11102.0,14137.0,879.5449543763816
11102.0,14151.0,820.8753651791092
11102.0,14152.0,1321.1504886799596
11102.0,14153.0,1356.5194310266752
11102.0,14201.0,1832.1305116384062
11102.0,14203.0,1219.730015843985
11102.0,14204.0,818.2797788119968
11102.0,14205.0,2072.1177287633027
11102.0,14206.0,877.2396303943784
11102.0,14207.0,1146.2717019383979
11102.0,14208.0,269.7905940383766
11102.0,14210.0,195.94561637793367
11102.0,14211.0,764.3216248241317
11102.0,14212.0,1066.7291622848013
11102.0,14213.0,1149.5834518822446
11102.0,14214.0,482.52406270137715
11102.0,14215.0,651.9966413343793
11102.0,14216.0,634.8517437307743
11102.0,14217.0,189.9353997384572
11102.0,14218.0,400.98985215451614
11102.0,14301.0,149.37131405921173
11102.0,14321.0,229.3028537967773
11102.0,14341.0,149.0350105450808
11102.0,14342.0,129.12696108319318
11102.0,14361.0,43.598084663705876
11102.0,14362.0,79.98316413329789
11102.0,14363.0,50.629212391622765
11102.0,14364.0,45.4817476041796
11102.0,14366.0,85.47312207361101
11102.0,14382.0,52.17977297933663
11102.0,14383.0,30.922431313135995
11102.0,14384.0,107.50144935651886
11102.0,14401.0,191.0853591942099
11102.0,14402.0,14.467205496752548
11103.0,11101.0,369.89866125797516
11103.0,11102.0,591.9783527070877
11103.0,11103.0,468.4283560499178
11103.0,11104.0,653.8759242288526
11103.0,11105.0,409.7724630334867
11103.0,11106.0,390.2613380746381
11103.0,11107.0,652.360490772156
11103.0,11108.0,756.9760648736425
11103.0,11109.0,506.99480003026093
11103.0,11110.0,441.21058798591406
11103.0,11201.0,1384.6988825998558
11103.0,11202.0,747.3385362779428
11103.0,11203.0,2331.198856133691
11103.0,11206.0,303.7291682100803
11103.0,11207.0,224.6263793066596
11103.0,11208.0,1336.020613250228
11103.0,11209.0,309.990689074777
11103.0,11210.0,433.9812552994033
11103.0,11211.0,295.67052404426744
11103.0,11212.0,355.47216784458095
11103.0,11214.0,901.0408659214715
11103.0,11215.0,578.334505676739
11103.0,11216.0,204.4691230893512
11103.0,11217.0,455.80749056260186
11103.0,11218.0,536.9389440468333
11103.0,11219.0,895.4121152992335
11103.0,11221.0,968.5018654501025
11103.0,11222.0,1336.6711532252484
11103.0,11223.0,292.61187829588954
11103.0,11224.0,554.6945800990449
11103.0,11225.0,565.0691616523856
11103.0,11227.0,554.6933628500533
11103.0,11228.0,297.11432438787494
11103.0,11229.0,329.7943055809028
11103.0,11230.0,651.8005892101299
11103.0,11231.0,293.7417144336564
11103.0,11232.0,587.7472497430078
11103.0,11233.0,255.30008933953312
11103.0,11234.0,362.987409353779
11103.0,11235.0,440.7071363630436
11103.0,11237.0,551.067338458723
11103.0,11238.0,242.2897113498452
11103.0,11239.0,389.67350299090606
11103.0,11240.0,195.22567937522294
11103.0,11241.0,272.91470705267346
11103.0,11242.0,210.8348147477766
11103.0,11243.0,280.2239340974331
11103.0,11245.0,446.7351717444834
11103.0,11246.0,205.1284757386486
11103.0,11301.0,176.67337237334013
11103.0,11324.0,150.89859727845774
11103.0,11326.0,136.29319784123587
11103.0,11327.0,42.39828696298846
11103.0,11341.0,76.06602767804522
11103.0,11342.0,68.74719110186018
11103.0,11343.0,109.03066041799775
11103.0,11346.0,75.80188647113486
11103.0,11347.0,70.77532389304402
11103.0,11348.0,52.31348523058959
11103.0,11349.0,40.486886451310376
11103.0,11361.0,30.080064756803555
11103.0,11362.0,34.99737909465499
11103.0,11363.0,25.59911707931489
11103.0,11365.0,40.807576301779015
11103.0,11369.0,10.289485381983422
11103.0,11381.0,41.66597274871564
11103.0,11383.0,49.983729419969336
11103.0,11385.0,113.71137999724272
11103.0,11408.0,122.6626130185802
11103.0,11442.0,133.78637797790714
11103.0,11464.0,171.5893041320128
11103.0,11465.0,110.3270643130357
11103.0,12101.0,794.6780784606882
11103.0,12102.0,670.624003904882
11103.0,12103.0,604.4927940105532
11103.0,12104.0,550.7243284777793
11103.0,12105.0,482.4327463089231
11103.0,12106.0,562.9408654261608
11103.0,12202.0,205.89052320629835
11103.0,12203.0,1900.421532153541
11103.0,12204.0,2453.543606299281
11103.0,12205.0,163.4411873656539
11103.0,12206.0,512.0300785522861
11103.0,12207.0,1923.082159232586
11103.0,12208.0,592.0039899347692
11103.0,12210.0,141.55831869231918
11103.0,12211.0,492.7270060728349
11103.0,12212.0,630.5748019363374
11103.0,12213.0,213.4207861634972
11103.0,12215.0,228.59425404479632
11103.0,12216.0,669.6053941005935
11103.0,12217.0,1637.8031365650675
11103.0,12218.0,60.76836205571083
11103.0,12219.0,1005.8902614115028
11103.0,12220.0,368.913565946708
11103.0,12221.0,754.2672444944669
11103.0,12222.0,498.6012443247171
11103.0,12223.0,116.4829682448725
11103.0,12224.0,420.3108577375411
11103.0,12225.0,306.73242688849854
11103.0,12226.0,158.3475313018298
11103.0,12227.0,656.6088827892393
11103.0,12228.0,350.8686752931691
11103.0,12229.0,239.8148643200934
11103.0,12230.0,103.58097028090131
11103.0,12231.0,387.3090682084553
11103.0,12232.0,237.57160201282028
11103.0,12233.0,183.75066804641503
11103.0,12234.0,130.38129213888251
11103.0,12235.0,126.64319416243546
11103.0,12236.0,263.76854916414374
11103.0,12237.0,177.1141722065912
11103.0,12238.0,127.91953744483159
11103.0,12239.0,176.83490669727394
11103.0,12322.0,77.187115841714
11103.0,12329.0,75.2429052523614
11103.0,12342.0,21.401937230540835
11103.0,12347.0,50.141790272358165
11103.0,12349.0,47.400330420877594
11103.0,12403.0,53.24859648342051
11103.0,12409.0,25.783717737777437
11103.0,12410.0,80.17057423624208
11103.0,12421.0,43.18874125231603
11103.0,12422.0,24.619983354993288
11103.0,12423.0,50.28171583824845
11103.0,12424.0,37.56105188179564
11103.0,12426.0,24.76299063301571
11103.0,12427.0,26.424774574087962
11103.0,12441.0,32.37315160665218
11103.0,12443.0,24.69997271250902
11103.0,12463.0,25.617038737155124
11103.0,13101.0,258.73082619409837
11103.0,13102.0,654.5108140520083
11103.0,13103.0,1004.0337543059893
11103.0,13104.0,1360.7141803722936
11103.0,13105.0,932.6827054686564
11103.0,13106.0,820.4892036037965
11103.0,13107.0,1054.1978360776147
11103.0,13108.0,2023.7161241781132
11103.0,13109.0,1625.2056389766303
11103.0,13110.0,1114.7620442645834
11103.0,13111.0,2869.6864846626927
11103.0,13112.0,3656.222700300864
11103.0,13113.0,945.7711811247422
11103.0,13114.0,1344.1277148254155
11103.0,13115.0,2302.6632722702034
11103.0,13116.0,1176.3627918694351
11103.0,13117.0,1386.641300971681
11103.0,13118.0,843.9881599180825
11103.0,13119.0,2284.198725817841
11103.0,13120.0,2941.9649654300983
11103.0,13121.0,2716.889346548982
11103.0,13122.0,1753.4939745311608
11103.0,13123.0,2690.4224799776443
11103.0,13201.0,2215.065856374069
11103.0,13202.0,709.0229590636285
11103.0,13203.0,585.3893302452432
11103.0,13204.0,759.1341959079645
11103.0,13205.0,511.6268472718005
11103.0,13206.0,1016.1070692873541
11103.0,13207.0,438.00771865636926
11103.0,13208.0,939.1214574797634
11103.0,13209.0,1646.0169358918538
11103.0,13210.0,489.40006154754315
11103.0,13211.0,772.140300814759
11103.0,13212.0,732.6639317098683
11103.0,13213.0,590.5870672847792
11103.0,13214.0,500.96547678637876
11103.0,13215.0,297.9513688940072
11103.0,13218.0,216.7398030754221
11103.0,13219.0,327.9537479771287
11103.0,13220.0,325.1600025233295
11103.0,13221.0,298.32206128961013
11103.0,13222.0,450.3240256207913
11103.0,13223.0,273.77415629794314
11103.0,13224.0,565.7138276756132
11103.0,13225.0,359.6634300237785
11103.0,13227.0,208.6890464561402
11103.0,13228.0,303.62207381777773
11103.0,13229.0,808.2606437486485
11103.0,13303.0,122.52475603912214
11103.0,13305.0,64.75840911607209
11103.0,13307.0,7.568066560304245
11103.0,13308.0,17.895496574426822
11103.0,14101.0,1136.3365311142427
11103.0,14102.0,942.0481762645265
11103.0,14103.0,398.8435182292513
11103.0,14104.0,575.0626038753992
11103.0,14105.0,751.4721193245466
11103.0,14106.0,790.2722871425805
11103.0,14107.0,630.4934812321001
11103.0,14108.0,747.3990212055049
11103.0,14109.0,1371.6833438841834
11103.0,14110.0,1071.6616548935583
11103.0,14111.0,813.708641552325
11103.0,14112.0,933.1059894128924
11103.0,14113.0,699.2630109659904
11103.0,14114.0,465.8064528336557
11103.0,14115.0,452.55876925044197
11103.0,14116.0,575.9781891391101
11103.0,14117.0,1191.5449434259565
11103.0,14118.0,817.1565005732241
11103.0,14131.0,891.6948135693389
11103.0,14132.0,655.3148437878389
11103.0,14133.0,1014.4943317607663
11103.0,14134.0,903.6834632408404
11103.0,14135.0,856.2469852672712
11103.0,14136.0,899.7465519278381
11103.0,14137.0,695.5623021802461
11103.0,14151.0,648.6915544595723
11103.0,14152.0,1044.2619590360025
11103.0,14153.0,1072.5675398509359
11103.0,14201.0,1449.6319774297774
11103.0,14203.0,964.4531344583556
11103.0,14204.0,647.3254329933295
11103.0,14205.0,1639.0106184350652
11103.0,14206.0,693.3879387143136
11103.0,14207.0,906.4974501634266
11103.0,14208.0,213.43972521321317
11103.0,14210.0,155.02822625574896
11103.0,14211.0,604.1167723182804
11103.0,14212.0,843.3739845839837
11103.0,14213.0,909.1025335428643
11103.0,14214.0,381.4637275061416
11103.0,14215.0,515.522629762465
11103.0,14216.0,501.9593871445616
11103.0,14217.0,150.09728726191352
11103.0,14218.0,317.09517755557823
11103.0,14301.0,118.17366420292574
11103.0,14321.0,181.3206041791306
11103.0,14341.0,117.83974258048377
11103.0,14342.0,102.08314601997476
11103.0,14361.0,34.46236383556338
11103.0,14362.0,63.214342519145525
11103.0,14363.0,40.01136182888095
11103.0,14364.0,35.93805717633609
11103.0,14366.0,67.54695085548768
11103.0,14382.0,41.242094378846154
11103.0,14383.0,24.444552794178914
11103.0,14384.0,84.97764225781938
11103.0,14401.0,151.02630238879365
11103.0,14402.0,11.433974924266465
11104.0,11101.0,517.145782764909
11104.0,11102.0,828.8626568872876
11104.0,11103.0,653.8759242288526
11104.0,11104.0,919.8062866604074
11104.0,11105.0,572.1526391986191
11104.0,11106.0,544.8474163642627
11104.0,11107.0,911.7472842350916
11104.0,11108.0,1057.9257650371792
11104.0,11109.0,710.0914098117748
11104.0,11110.0,620.5021163342926
11104.0,11201.0,1934.4594553313818
11104.0,11202.0,1047.2369109943727
11104.0,11203.0,3264.0710734333393
11104.0,11206.0,425.8317505566398
11104.0,11207.0,314.07832620487744
11104.0,11208.0,1865.1326329947315
11104.0,11209.0,433.04149604079504
11104.0,11210.0,609.5564047079814
11104.0,11211.0,414.1451334640636
11104.0,11212.0,497.61730749766605
11104.0,11214.0,1267.1285646758047
11104.0,11215.0,807.7595547861358
11104.0,11216.0,287.03624787653735
11104.0,11217.0,639.0869449638327
11104.0,11218.0,752.1881600625132
11104.0,11219.0,1255.3515582689145
11104.0,11221.0,1358.1922832349696
11104.0,11222.0,1876.7099670682924
11104.0,11223.0,409.3415924059532
11104.0,11224.0,775.8609336930276
11104.0,11225.0,789.1703009225173
11104.0,11227.0,774.4897155737405
11104.0,11228.0,414.7481766581271
11104.0,11229.0,460.55999993631707
11104.0,11230.0,909.8501929042982
11104.0,11231.0,411.69088628075167
11104.0,11232.0,826.4679695494299
11104.0,11233.0,357.7919134132911
11104.0,11234.0,509.1669961839767
11104.0,11235.0,615.2471790461614
11104.0,11237.0,773.2357789233307
11104.0,11238.0,340.6862847393116
11104.0,11239.0,544.896702542393
11104.0,11240.0,274.59348117749886
11104.0,11241.0,381.63356156795396
11104.0,11242.0,294.64615776971704
