node_id,zone_id,x_coord,y_coord,geometry
97538,,139.4180056,35.4742024,POINT (139.4180056 35.4742024)
97539,,139.4596792,36.1069382,POINT (139.4596792 36.1069382)
97540,,139.45323,36.11013,POINT (139.45323 36.11013)
97541,,139.4597015,36.1070093,POINT (139.4597015 36.1070093)
97542,,139.4532512,36.1101988,POINT (139.4532512 36.1101988)
97543,,140.0424498,35.4820022,POINT (140.0424498 35.4820022)
97544,,139.4282184,35.5017408,POINT (139.4282184 35.5017408)
97643,,139.4317751,35.4786285,POINT (139.4317751 35.4786285)
97644,,139.431595,35.4786313,POINT (139.431595 35.4786313)
97645,,139.4281554,35.4786968,POINT (139.4281554 35.4786968)
97718,,139.2775639,36.17742,POINT (139.2775639 36.17742)
97720,,139.2770166,36.1725421,POINT (139.2770166 36.1725421)
97721,,139.277901,36.1686685,POINT (139.277901 36.1686685)
97723,,139.2767622,36.1736173,POINT (139.2767622 36.1736173)
97769,,139.4554529,36.1262721,POINT (139.4554529 36.1262721)
97770,,139.4542524,36.1268431,POINT (139.4542524 36.1268431)
97771,,139.4616406,36.1198005,POINT (139.4616406 36.1198005)
97772,,139.4544538,36.1271227,POINT (139.4544538 36.1271227)
97773,,139.4543341,36.1269565,POINT (139.4543341 36.1269565)
97776,,139.4203425,35.7061486,POINT (139.4203425 35.7061486)
97777,,139.4200716,35.7059626,POINT (139.4200716 35.7059626)
97790,,140.7819949,35.749875,POINT (140.7819949 35.749875)
97791,,140.7895681,35.7460973,POINT (140.7895681 35.7460973)
97792,,140.7703882,35.7578186,POINT (140.7703882 35.7578186)
97793,,140.7736385,35.754739,POINT (140.7736385 35.754739)
97794,,140.7755855,35.7534158,POINT (140.7755855 35.7534158)
97830,,139.4314591,35.501211,POINT (139.4314591 35.501211)
97831,,139.4583658,35.6736251,POINT (139.4583658 35.6736251)
97832,,139.4594153,35.6732131,POINT (139.4594153 35.6732131)
97849,,139.3386738,35.6047162,POINT (139.3386738 35.6047162)
97850,,139.7074359,36.1330584,POINT (139.7074359 36.1330584)
97855,,139.997745,35.2776622,POINT (139.997745 35.2776622)
97857,,139.7364399,35.5656943,POINT (139.7364399 35.5656943)
97859,,140.4822137,35.6587195,POINT (140.4822137 35.6587195)
